round,cluster_id,num_members,num_poisoned,suspicious_ratio,cluster_status,cluster_forced_poisoned,cluster_dE_global,cluster_dC_global,cluster_dN_global,lambda_cluster_dE_global,lambda_cluster_dN_global,flag_cluster_dE_global,flag_cluster_dN_global,members,poisoned_members,benign_members
9,4,2,1,0.5,CONTAMINATED,0,3.731048583984375,0.1887189745903015,0.057653554012429026,4.053882653426706,0.39318899184342704,0,0,4;46,4,46
9,9,1,0,0.0,MOSTLY_BENIGN,0,3.206460475921631,0.0823633074760437,0.20163663056969033,4.053882653426706,0.39318899184342704,0,0,9,,9
9,11,7,1,0.14285714285714285,MOSTLY_BENIGN,0,1.8259224891662598,0.054237306118011475,0.2555376517562017,4.053882653426706,0.39318899184342704,0,0,11;107;160;191;199;325;389,160,11;107;191;199;325;389
9,12,1,1,1.0,CONTAMINATED,0,6.260965347290039,0.8767906799912453,0.44164799138641486,4.053882653426706,0.39318899184342704,1,1,12,12,
9,14,6,1,0.16666666666666666,MOSTLY_BENIGN,0,2.926126480102539,0.07085245847702026,0.1768017873360653,4.053882653426706,0.39318899184342704,0,0,14;58;152;200;405;443,405,14;58;152;200;443
9,15,11,4,0.36363636363636365,CONTAMINATED,0,1.2883700132369995,0.026663243770599365,0.19443163237779937,4.053882653426706,0.39318899184342704,0,0,15;29;139;212;236;271;382;420;433;451;470,29;212;236;382,15;139;271;420;433;451;470
9,16,3,3,1.0,CONTAMINATED,0,3.7802770137786865,0.1489013433456421,1.036128483506117,4.053882653426706,0.39318899184342704,0,1,16;143;225,16;143;225,
9,19,2,0,0.0,MOSTLY_BENIGN,0,1.8693768978118896,0.060398638248443604,0.12322349188707679,4.053882653426706,0.39318899184342704,0,0,19;250,,19;250
9,20,6,2,0.3333333333333333,CONTAMINATED,0,2.778623580932617,0.043191373348236084,0.21874478215532778,4.053882653426706,0.39318899184342704,0,0,20;43;57;240;347;367,43;367,20;57;240;347
9,26,2,2,1.0,CONTAMINATED,0,3.7066502571105957,0.18672531843185425,0.8890667616926108,4.053882653426706,0.39318899184342704,0,1,26;230,26;230,
9,32,7,6,0.8571428571428571,CONTAMINATED,0,5.376974582672119,0.03982311487197876,0.5454387675278801,4.053882653426706,0.39318899184342704,1,1,32;38;397;398;401;421;476,32;38;397;398;401;476,421
9,34,9,1,0.1111111111111111,MOSTLY_BENIGN,0,1.4178780317306519,0.033368825912475586,0.08404827514263649,4.053882653426706,0.39318899184342704,0,0,34;110;140;171;341;353;392;471;479,471,34;110;140;171;341;353;392;479
9,36,1,0,0.0,MOSTLY_BENIGN,0,3.045241355895996,0.17197036743164062,0.32272952820193385,4.053882653426706,0.39318899184342704,0,0,36,,36
9,39,2,2,1.0,CONTAMINATED,0,4.060987949371338,0.2673645615577698,0.059054907858200584,4.053882653426706,0.39318899184342704,1,0,39;192,39;192,
9,41,5,4,0.8,CONTAMINATED,0,2.7311160564422607,0.06631463766098022,0.6471095082885765,4.053882653426706,0.39318899184342704,0,1,41;48;318;327;411,41;48;327;411,318
9,42,3,0,0.0,MOSTLY_BENIGN,0,2.587963104248047,0.10420030355453491,0.03551544081347882,4.053882653426706,0.39318899184342704,0,0,42;343;429,,42;343;429
9,45,5,0,0.0,MOSTLY_BENIGN,0,2.2741081714630127,0.06503802537918091,0.04467431246110281,4.053882653426706,0.39318899184342704,0,0,45;52;266;448;458,,45;52;266;448;458
9,47,2,0,0.0,MOSTLY_BENIGN,0,2.7760462760925293,0.14081478118896484,0.2522782265307083,4.053882653426706,0.39318899184342704,0,0,47;446,,47;446
9,50,1,0,0.0,MOSTLY_BENIGN,0,2.9072630405426025,0.10371047258377075,0.07767492660275295,4.053882653426706,0.39318899184342704,0,0,50,,50
9,61,2,0,0.0,MOSTLY_BENIGN,0,1.7643464803695679,0.054327547550201416,0.15072916789543506,4.053882653426706,0.39318899184342704,0,0,61;366,,61;366
9,63,1,0,0.0,MOSTLY_BENIGN,0,2.5998544692993164,0.1173744797706604,0.33842909344790884,4.053882653426706,0.39318899184342704,0,0,63,,63
9,66,1,1,1.0,CONTAMINATED,0,2.7401790618896484,0.11383116245269775,0.4802090103309097,4.053882653426706,0.39318899184342704,0,1,66,66,
9,67,20,6,0.3,CONTAMINATED,0,1.3586061000823975,0.026017487049102783,0.24439770219350254,4.053882653426706,0.39318899184342704,0,0,67;111;115;116;131;134;176;222;241;256;284;349;403;417;427;428;430;454;462;480,131;222;284;417;427;462,67;111;115;116;134;176;241;256;349;403;428;430;454;480
9,68,1,0,0.0,MOSTLY_BENIGN,0,2.451108455657959,0.10777837038040161,0.20212872478209384,4.053882653426706,0.39318899184342704,0,0,68,,68
9,69,7,1,0.14285714285714285,MOSTLY_BENIGN,0,1.5575008392333984,0.03492623567581177,0.02298036357713146,4.053882653426706,0.39318899184342704,0,0,69;96;311;342;412;422;432,432,69;96;311;342;412;422
9,73,2,2,1.0,CONTAMINATED,0,4.5937347412109375,0.12548565864562988,1.8142724279140996,4.053882653426706,0.39318899184342704,1,1,73;468,73;468,
9,74,1,1,1.0,CONTAMINATED,0,4.722160816192627,0.4906874895095825,1.0719482878237805,4.053882653426706,0.39318899184342704,1,1,74,74,
9,76,1,0,0.0,MOSTLY_BENIGN,0,2.658353328704834,0.12812846899032593,0.2570467843745778,4.053882653426706,0.39318899184342704,0,0,76,,76
9,78,1,1,1.0,CONTAMINATED,0,2.8373842239379883,0.14065051078796387,0.3900366907721409,4.053882653426706,0.39318899184342704,0,0,78,78,
9,79,1,0,0.0,MOSTLY_BENIGN,0,2.577944755554199,0.07827627658843994,0.07695633600819465,4.053882653426706,0.39318899184342704,0,0,79,,79
9,80,1,0,0.0,MOSTLY_BENIGN,0,3.4262850284576416,0.22327899932861328,0.2974605634567628,4.053882653426706,0.39318899184342704,0,0,80,,80
9,81,2,1,0.5,CONTAMINATED,0,3.985819101333618,0.2898528575897217,0.1856514953492937,4.053882653426706,0.39318899184342704,0,0,81;359,359,81
9,83,1,1,1.0,CONTAMINATED,0,4.585848331451416,0.45074254274368286,0.49346791151811353,4.053882653426706,0.39318899184342704,1,1,83,83,
9,86,3,0,0.0,MOSTLY_BENIGN,0,1.0824882984161377,0.015579402446746826,0.026435602833211867,4.053882653426706,0.39318899184342704,0,0,86;282;395,,86;282;395
9,90,1,0,0.0,MOSTLY_BENIGN,0,1.9579225778579712,0.06357038021087646,0.0815485937464886,4.053882653426706,0.39318899184342704,0,0,90,,90
9,93,5,1,0.2,MOSTLY_BENIGN,0,3.195054531097412,0.026408612728118896,0.3141556443380073,4.053882653426706,0.39318899184342704,0,0,93;173;285;287;466,285,93;173;287;466
9,97,9,5,0.5555555555555556,CONTAMINATED,0,4.094515800476074,0.08957177400588989,0.33063677801331576,4.053882653426706,0.39318899184342704,1,0,97;17;33;114;245;264;275;317;465,17;33;114;275;317,97;245;264;465
9,99,2,2,1.0,CONTAMINATED,0,3.1149709224700928,0.15854096412658691,0.537102471835705,4.053882653426706,0.39318899184342704,0,1,99;175,99;175,
9,103,5,0,0.0,MOSTLY_BENIGN,0,2.5465846061706543,0.057760000228881836,0.13765068452661797,4.053882653426706,0.39318899184342704,0,0,103;25;100;156;291,,103;25;100;156;291
9,104,1,1,1.0,CONTAMINATED,0,3.0262410640716553,0.13347816467285156,0.5841804828326952,4.053882653426706,0.39318899184342704,0,1,104,104,
9,108,1,0,0.0,MOSTLY_BENIGN,0,2.6644046306610107,0.10794907808303833,0.021358776550997795,4.053882653426706,0.39318899184342704,0,0,108,,108
9,109,3,0,0.0,MOSTLY_BENIGN,0,2.709916114807129,0.08604031801223755,0.084409618077538,4.053882653426706,0.39318899184342704,0,0,109;6;157,,109;6;157
9,112,2,2,1.0,CONTAMINATED,0,3.481567144393921,0.10019367933273315,0.947955843082787,4.053882653426706,0.39318899184342704,0,1,112;329,112;329,
9,117,1,1,1.0,CONTAMINATED,0,4.577613830566406,0.2540361285209656,1.5808014612780876,4.053882653426706,0.39318899184342704,1,1,117,117,
9,119,7,0,0.0,MOSTLY_BENIGN,0,2.585843801498413,0.09147053956985474,0.0269232952591232,4.053882653426706,0.39318899184342704,0,0,119;60;87;159;197;409;467,,119;60;87;159;197;409;467
9,121,1,1,1.0,CONTAMINATED,0,3.0637929439544678,0.16894632577896118,0.4122934794746642,4.053882653426706,0.39318899184342704,0,1,121,121,
9,123,1,0,0.0,MOSTLY_BENIGN,0,2.541471004486084,0.10999470949172974,0.10479383163558488,4.053882653426706,0.39318899184342704,0,0,123,,123
9,124,1,1,1.0,CONTAMINATED,0,4.588102340698242,0.3345114588737488,0.04111930746708905,4.053882653426706,0.39318899184342704,1,0,124,124,
9,127,1,0,0.0,MOSTLY_BENIGN,0,2.131065607070923,0.07688242197036743,0.09892126667590768,4.053882653426706,0.39318899184342704,0,0,127,,127
9,128,1,0,0.0,MOSTLY_BENIGN,0,2.9120118618011475,0.1551361083984375,0.32334409132823216,4.053882653426706,0.39318899184342704,0,0,128,,128
9,129,2,2,1.0,CONTAMINATED,0,4.872129917144775,0.5501864552497864,0.7122210728112274,4.053882653426706,0.39318899184342704,1,1,129;456,129;456,
9,130,1,0,0.0,MOSTLY_BENIGN,0,2.0963428020477295,0.076809823513031,0.14003335761968438,4.053882653426706,0.39318899184342704,0,0,130,,130
9,133,4,0,0.0,MOSTLY_BENIGN,0,3.091834545135498,0.06829535961151123,0.21320626412364402,4.053882653426706,0.39318899184342704,0,0,133;312;379;444,,133;312;379;444
9,141,7,7,1.0,CONTAMINATED,0,5.497369289398193,0.3620308041572571,0.15746866735806772,4.053882653426706,0.39318899184342704,1,0,141;2;120;151;338;350;460,141;2;120;151;338;350;460,
9,145,4,0,0.0,MOSTLY_BENIGN,0,2.187279462814331,0.051596105098724365,0.07794470540009146,4.053882653426706,0.39318899184342704,0,0,145;146;147;193,,145;146;147;193
9,161,1,0,0.0,MOSTLY_BENIGN,0,3.8849127292633057,0.2718549370765686,0.1690792513535857,4.053882653426706,0.39318899184342704,0,0,161,,161
9,163,1,0,0.0,MOSTLY_BENIGN,0,1.9247294664382935,0.06171011924743652,0.25384841253870616,4.053882653426706,0.39318899184342704,0,0,163,,163
9,164,1,0,0.0,MOSTLY_BENIGN,0,3.35131573677063,0.06684494018554688,0.2592912401040004,4.053882653426706,0.39318899184342704,0,0,164,,164
9,165,2,2,1.0,CONTAMINATED,0,6.277514457702637,0.5025659203529358,0.1313301045629973,4.053882653426706,0.39318899184342704,1,0,165;170,165;170,
9,166,1,1,1.0,CONTAMINATED,0,5.190819263458252,0.12069350481033325,0.4337547197752751,4.053882653426706,0.39318899184342704,1,1,166,166,
9,167,2,0,0.0,MOSTLY_BENIGN,0,2.2408225536346436,0.0884198546409607,0.23909979848464838,4.053882653426706,0.39318899184342704,0,0,167;472,,167;472
9,174,1,1,1.0,CONTAMINATED,0,3.861459493637085,0.20256823301315308,0.9696911799880037,4.053882653426706,0.39318899184342704,0,1,174,174,
9,178,3,2,0.6666666666666666,CONTAMINATED,0,4.12563943862915,0.22391027212142944,0.08094853290770052,4.053882653426706,0.39318899184342704,1,0,178;59;138,178;59,138
9,179,1,1,1.0,CONTAMINATED,0,4.10803747177124,0.2873600721359253,0.10467250341656746,4.053882653426706,0.39318899184342704,1,0,179,179,
9,188,1,1,1.0,CONTAMINATED,0,3.7933127880096436,0.2784518003463745,0.5733747145485965,4.053882653426706,0.39318899184342704,0,1,188,188,
9,189,2,0,0.0,MOSTLY_BENIGN,0,3.232201099395752,0.1967516541481018,0.3078825185879647,4.053882653426706,0.39318899184342704,0,0,189;190,,189;190
9,195,1,0,0.0,MOSTLY_BENIGN,0,3.5483322143554688,0.13132023811340332,0.15683342435728356,4.053882653426706,0.39318899184342704,0,0,195,,195
9,201,15,2,0.13333333333333333,MOSTLY_BENIGN,0,2.2619504928588867,0.04251629114151001,0.1276863392301138,4.053882653426706,0.39318899184342704,0,0,201;8;10;23;30;31;71;82;153;182;185;226;235;297;414,8;297,201;10;23;30;31;71;82;153;182;185;226;235;414
9,202,1,0,0.0,MOSTLY_BENIGN,0,2.9680845737457275,0.12314969301223755,0.026972342353264702,4.053882653426706,0.39318899184342704,0,0,202,,202
9,203,1,1,1.0,CONTAMINATED,0,5.782843589782715,0.4321524500846863,0.11691855754772496,4.053882653426706,0.39318899184342704,1,0,203,203,
9,204,2,0,0.0,MOSTLY_BENIGN,0,2.8661696910858154,0.14758175611495972,0.3545776881593271,4.053882653426706,0.39318899184342704,0,0,204;394,,204;394
9,205,1,1,1.0,CONTAMINATED,0,3.8239874839782715,0.23695510625839233,0.8320910177329227,4.053882653426706,0.39318899184342704,0,1,205,205,
9,207,2,0,0.0,MOSTLY_BENIGN,0,2.856917142868042,0.13584887981414795,0.08320325807231398,4.053882653426706,0.39318899184342704,0,0,207;406,,207;406
9,208,4,3,0.75,CONTAMINATED,0,3.8736934661865234,0.2825395464897156,0.23683859375583466,4.053882653426706,0.39318899184342704,0,0,208;136;436;457,136;436;457,208
9,209,2,0,0.0,MOSTLY_BENIGN,0,2.7530040740966797,0.12982779741287231,0.11093370047964705,4.053882653426706,0.39318899184342704,0,0,209;388,,209;388
9,218,5,5,1.0,CONTAMINATED,0,3.154296636581421,0.14885640144348145,0.6109712356012573,4.053882653426706,0.39318899184342704,0,1,218;55;162;169;438,218;55;162;169;438,
9,223,4,4,1.0,CONTAMINATED,0,4.0603251457214355,0.3244754672050476,0.7046973692947409,4.053882653426706,0.39318899184342704,1,1,223;122;217;354,223;122;217;354,
9,231,27,10,0.37037037037037035,CONTAMINATED,0,2.774123430252075,0.021566689014434814,0.2667078624906313,4.053882653426706,0.39318899184342704,0,0,231;3;5;13;22;64;75;88;101;148;155;219;269;277;278;303;324;385;393;437;439;445;453;477;485;494;497,75;101;148;219;278;393;439;445;453;494,231;3;5;13;22;64;88;155;269;277;303;324;385;437;477;485;497
9,233,1,0,0.0,MOSTLY_BENIGN,0,3.053605556488037,0.1724070906639099,0.34227119825465135,4.053882653426706,0.39318899184342704,0,0,233,,233
9,234,2,2,1.0,CONTAMINATED,0,4.282688617706299,0.35066837072372437,0.25207942090564117,4.053882653426706,0.39318899184342704,1,0,234;28,234;28,
9,237,2,0,0.0,MOSTLY_BENIGN,0,2.576406478881836,0.08599567413330078,0.046898378670889945,4.053882653426706,0.39318899184342704,0,0,237;413,,237;413
9,244,1,1,1.0,CONTAMINATED,0,3.597827672958374,0.21092098951339722,0.7196981584659875,4.053882653426706,0.39318899184342704,0,1,244,244,
9,247,2,1,0.5,CONTAMINATED,0,3.3099989891052246,0.20592212677001953,0.4012327010888115,4.053882653426706,0.39318899184342704,0,1,247;336,247,336
9,249,1,0,0.0,MOSTLY_BENIGN,0,2.30253529548645,0.09405958652496338,0.1695649881552637,4.053882653426706,0.39318899184342704,0,0,249,,249
9,251,1,1,1.0,CONTAMINATED,0,4.697772979736328,0.32267701625823975,0.023489587419829948,4.053882653426706,0.39318899184342704,1,0,251,251,
9,253,8,2,0.25,MOSTLY_BENIGN,0,1.6558425426483154,0.012899518013000488,0.11847844870693687,4.053882653426706,0.39318899184342704,0,0,253;92;276;293;374;386;404;464,253;464,92;276;293;374;386;404
9,254,1,0,0.0,MOSTLY_BENIGN,0,2.836634874343872,0.08123189210891724,0.1301241897535621,4.053882653426706,0.39318899184342704,0,0,254,,254
9,257,1,1,1.0,CONTAMINATED,0,4.504586696624756,0.44092315435409546,0.6085401704553983,4.053882653426706,0.39318899184342704,1,1,257,257,
9,259,1,0,0.0,MOSTLY_BENIGN,0,2.888611316680908,0.14822882413864136,0.15716034571337031,4.053882653426706,0.39318899184342704,0,0,259,,259
9,261,2,1,0.5,CONTAMINATED,0,3.8892223834991455,0.3025231957435608,0.43654528210448273,4.053882653426706,0.39318899184342704,0,1,261;363,363,261
9,262,2,0,0.0,MOSTLY_BENIGN,0,3.647313356399536,0.13587617874145508,0.1676750194889974,4.053882653426706,0.39318899184342704,0,0,262;496,,262;496
9,265,1,1,1.0,CONTAMINATED,0,4.9047932624816895,0.5490182638168335,1.2821893274520824,4.053882653426706,0.39318899184342704,1,1,265,265,
9,268,1,0,0.0,MOSTLY_BENIGN,0,3.9107463359832764,0.16713088750839233,0.15602943449413698,4.053882653426706,0.39318899184342704,0,0,268,,268
9,272,4,1,0.25,MOSTLY_BENIGN,0,2.172297477722168,0.07352954149246216,0.3380822110926907,4.053882653426706,0.39318899184342704,0,0,272;102;260;348,272,102;260;348
9,273,1,1,1.0,CONTAMINATED,0,2.91933274269104,0.12669628858566284,0.5409268783080945,4.053882653426706,0.39318899184342704,0,1,273,273,
9,274,1,1,1.0,CONTAMINATED,0,2.623532772064209,0.11390602588653564,0.39216816264319115,4.053882653426706,0.39318899184342704,0,0,274,274,
9,280,3,0,0.0,MOSTLY_BENIGN,0,2.8428611755371094,0.08378010988235474,0.12403730901909973,4.053882653426706,0.39318899184342704,0,0,280;442;474,,280;442;474
9,281,1,1,1.0,CONTAMINATED,0,5.337682723999023,0.4721771478652954,0.07819837556488049,4.053882653426706,0.39318899184342704,1,0,281,281,
9,288,1,1,1.0,CONTAMINATED,0,4.492735385894775,0.43068432807922363,0.504951532165031,4.053882653426706,0.39318899184342704,1,1,288,288,
9,292,3,3,1.0,CONTAMINATED,0,4.909286022186279,0.5017281174659729,0.380351555050652,4.053882653426706,0.39318899184342704,1,0,292;44;335,292;44;335,
9,296,2,0,0.0,MOSTLY_BENIGN,0,1.6005535125732422,0.035975635051727295,0.014218423608525373,4.053882653426706,0.39318899184342704,0,0,296;435,,296;435
9,298,3,3,1.0,CONTAMINATED,0,4.5376129150390625,0.3671429753303528,0.1544818723255488,4.053882653426706,0.39318899184342704,1,0,298;72;322,298;72;322,
9,299,1,0,0.0,MOSTLY_BENIGN,0,2.937439203262329,0.15910804271697998,0.257687462246385,4.053882653426706,0.39318899184342704,0,0,299,,299
9,306,2,0,0.0,MOSTLY_BENIGN,0,3.4983267784118652,0.13832449913024902,0.12848782356524222,4.053882653426706,0.39318899184342704,0,0,306;320,,306;320
