checkpoint_round,eval_round,eval_tag,checkpoint_path,num_excluded_poisoned_clients,num_benign_clients,accuracy,f1,precision,recall,f1_macro,precision_macro,recall_macro
1,2,round_2_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round1.pt,100,100,0.5568298037988925,0.47076022120459604,0.45819003815542353,0.5568298037988925,0.15414729560964852,0.13804696934676697,0.22698499172955514
2,3,round_3_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round2.pt,93,107,0.6087338128453331,0.5320429850747552,0.5220882266275962,0.608733812845333,0.19835702656565155,0.1830822432083171,0.27455527320207207
3,4,round_4_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round3.pt,92,108,0.5857242858387598,0.5209974398113686,0.5446607273018026,0.5857242858387598,0.2153022363618467,0.20916929205522508,0.2995978310296939
4,5,round_5_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round4.pt,100,100,0.63782758958588,0.5762090345937942,0.607573299063905,0.63782758958588,0.2461923920790566,0.24307358266850376,0.33048375328641094
5,6,round_6_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round5.pt,97,103,0.6326568376363177,0.5733209963602506,0.6200392120652115,0.6326568376363177,0.25205762726575354,0.2531961093123068,0.335059505799947
6,7,round_7_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round6.pt,98,102,0.6430374249420858,0.5894142828619987,0.6480711740377526,0.6430374249420856,0.26709727551162515,0.2714206252386379,0.35199034996992745
7,8,round_8_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round7.pt,91,109,0.6458819059083701,0.5894461182200252,0.6405807340872267,0.64588190590837,0.2619253698320676,0.2687359874254749,0.3435930312377721
8,9,round_9_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round8.pt,98,102,0.6583990916039665,0.6104483075680232,0.6728130395857296,0.6583990916039664,0.28072843630050115,0.2872443763603151,0.36468438155602817
9,10,round_10_preupdate_detected_benign_prev_round_eval,/home/q/Downloads/Test_PGA/DPF_IDS-ModelPoison-PGA/DPF_IDS-FFNN-ModelPoison-PGA-200c-50p/FFNN_checkpoint_round9.pt,99,101,0.6683572689991187,0.6211540002792816,0.6894905246241028,0.6683572689991187,0.2854388441131717,0.29483502670608663,0.3698076781951524
