round,client_id
5,3
5,9
5,11
5,14
5,21
5,22
5,25
5,29
5,33
5,35
5,37
5,41
5,50
5,51
5,59
5,61
5,62
5,63
5,65
5,66
5,69
5,76
5,77
5,80
5,81
5,83
5,84
5,94
5,97
5,98
5,100
5,110
5,113
5,115
5,116
5,119
5,121
5,122
5,124
5,125
5,127
5,131
5,133
5,136
5,139
5,140
5,142
5,148
5,149
5,152
5,154
5,157
5,161
5,164
5,170
5,174
5,178
5,188
5,192
5,195
5,198
5,199
