round,cluster_id,num_members,num_poisoned,suspicious_ratio,cluster_status,cluster_forced_poisoned,cluster_dE_global,cluster_dC_global,cluster_dN_global,lambda_cluster_dE_global,lambda_cluster_dN_global,flag_cluster_dE_global,flag_cluster_dN_global,members,poisoned_members,benign_members
7,40,200,40,0.2,MOSTLY_BENIGN,0,0.0,0.0,0.2742492962100391,0.0,0.2742492962100391,0,0,40;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;124;125;126;127;128;129;130;131;132;133;134;135;136;137;138;139;140;141;142;143;144;145;146;147;148;149;150;151;152;153;154;155;156;157;158;159;160;161;162;163;164;165;166;167;168;169;170;171;172;173;174;175;176;177;178;179;180;181;182;183;184;185;186;187;188;189;190;191;192;193;194;195;196;197;198;199;200,40;15;18;19;33;37;39;41;43;47;53;58;60;62;65;67;71;82;83;84;85;88;89;92;93;95;98;100;124;135;136;145;157;169;173;177;183;186;188;192,1;2;3;4;5;6;7;8;9;10;11;12;13;14;16;17;20;21;22;23;24;25;26;27;28;29;30;31;32;34;35;36;38;42;44;45;46;48;49;50;51;52;54;55;56;57;59;61;63;64;66;68;69;70;72;73;74;75;76;77;78;79;80;81;86;87;90;91;94;96;97;99;101;102;103;104;105;106;107;108;109;110;111;112;113;114;115;116;117;118;119;120;121;122;123;125;126;127;128;129;130;131;132;133;134;137;138;139;140;141;142;143;144;146;147;148;149;150;151;152;153;154;155;156;158;159;160;161;162;163;164;165;166;167;168;170;171;172;174;175;176;178;179;180;181;182;184;185;187;189;190;191;193;194;195;196;197;198;199;200
