round,client_id
6,3
6,9
6,19
6,21
6,25
6,29
6,35
6,37
6,41
6,43
6,46
6,47
6,50
6,51
6,59
6,61
6,62
6,63
6,69
6,76
6,81
6,82
6,83
6,84
6,87
6,89
6,92
6,94
6,95
6,97
6,98
6,100
6,110
6,115
6,118
6,119
6,121
6,122
6,124
6,125
6,131
6,136
6,138
6,139
6,142
6,148
6,149
6,152
6,154
6,161
6,166
6,167
6,170
6,171
6,173
6,177
6,178
6,183
6,186
6,188
6,193
6,195
6,199
