round,cluster_id,num_members,num_poisoned,suspicious_ratio,cluster_status,cluster_forced_poisoned,cluster_dE_global,cluster_dC_global,cluster_dN_global,lambda_cluster_dE_global,lambda_cluster_dN_global,flag_cluster_dE_global,flag_cluster_dN_global,members,poisoned_members,benign_members
10,7,12,2,0.16666666666666666,MOSTLY_BENIGN,0,1.2530062198638916,0.015629112720489502,0.06045172073052857,4.580288205159134,0.4051978583563707,0,0,7;6;52;74;91;106;129;134;144;150;157;187,74;134,7;6;52;91;106;129;144;150;157;187
10,8,1,1,1.0,CONTAMINATED,0,4.673034191131592,0.21709191799163818,0.0418152701863499,4.580288205159134,0.4051978583563707,1,0,8,8,
10,16,5,2,0.4,CONTAMINATED,0,2.6923797130584717,0.050067007541656494,0.34376968447711354,4.580288205159134,0.4051978583563707,0,0,16;20;152;154;163,152;154,16;20;163
10,19,1,1,1.0,CONTAMINATED,0,4.199982166290283,0.14209634065628052,0.6058425817456639,4.580288205159134,0.4051978583563707,0,1,19,19,
10,22,2,0,0.0,MOSTLY_BENIGN,0,3.361130475997925,0.11823892593383789,0.20066697516497703,4.580288205159134,0.4051978583563707,0,0,22;176,,22;176
10,23,3,1,0.3333333333333333,CONTAMINATED,0,3.615257501602173,0.09768837690353394,0.12178344985064286,4.580288205159134,0.4051978583563707,0,0,23;12;198,198,23;12
10,25,5,2,0.4,CONTAMINATED,0,2.105822801589966,0.030752599239349365,0.0888322757163917,4.580288205159134,0.4051978583563707,0,0,25;139;153;174;192,25;139,153;174;192
10,27,3,0,0.0,MOSTLY_BENIGN,0,2.6715331077575684,0.05303347110748291,0.32198818909016025,4.580288205159134,0.4051978583563707,0,0,27;66;108,,27;66;108
10,28,6,4,0.6666666666666666,CONTAMINATED,0,3.50821852684021,0.035008907318115234,0.28722513556084234,4.580288205159134,0.4051978583563707,0,0,28;84;93;101;105;125,28;84;101;125,93;105
10,31,2,0,0.0,MOSTLY_BENIGN,0,2.399346113204956,0.04474157094955444,0.26944501732594756,4.580288205159134,0.4051978583563707,0,0,31;162,,31;162
10,35,1,0,0.0,MOSTLY_BENIGN,0,3.322173595428467,0.10858732461929321,0.28903533258682346,4.580288205159134,0.4051978583563707,0,0,35,,35
10,36,2,0,0.0,MOSTLY_BENIGN,0,3.528327703475952,0.12444883584976196,0.0477662493187774,4.580288205159134,0.4051978583563707,0,0,36;132,,36;132
10,39,3,1,0.3333333333333333,CONTAMINATED,0,3.666292905807495,0.133184552192688,0.3449350720811893,4.580288205159134,0.4051978583563707,0,0,39;40;95,95,39;40
10,41,7,3,0.42857142857142855,CONTAMINATED,0,3.351271867752075,0.04595738649368286,0.23904097776276104,4.580288205159134,0.4051978583563707,0,0,41;18;33;53;58;85;89,41;33;89,18;53;58;85
10,43,1,1,1.0,CONTAMINATED,0,5.007428169250488,0.2759917378425598,0.5797319342133441,4.580288205159134,0.4051978583563707,1,1,43,43,
10,44,1,1,1.0,CONTAMINATED,0,4.889084815979004,0.07493054866790771,0.36737990416417715,4.580288205159134,0.4051978583563707,1,0,44,44,
10,47,1,1,1.0,CONTAMINATED,0,4.708642482757568,0.23908233642578125,0.5027974519062501,4.580288205159134,0.4051978583563707,1,1,47,47,
10,48,4,1,0.25,MOSTLY_BENIGN,0,3.183380126953125,0.08045166730880737,0.38689347208734,4.580288205159134,0.4051978583563707,0,0,48;15;50;200,50,48;15;200
10,59,2,1,0.5,CONTAMINATED,0,3.6425399780273438,0.08825796842575073,0.1602127829211887,4.580288205159134,0.4051978583563707,0,0,59;179,59,179
10,61,17,8,0.47058823529411764,CONTAMINATED,0,4.086378574371338,0.056643128395080566,0.3085108679806822,4.580288205159134,0.4051978583563707,0,0,61;2;3;26;37;51;57;70;73;77;118;123;140;148;156;161;199,61;3;37;51;77;148;161;199,2;26;57;70;73;118;123;140;156
10,62,1,1,1.0,CONTAMINATED,0,3.9955193996429443,0.09896010160446167,0.6466864019770717,4.580288205159134,0.4051978583563707,0,1,62,62,
